real_time,wind_speed,pitch_angle,generator_speed,nacelle_direction,wind_direction,nacelle_temperature,air_density,power,turbine_code
2022/6/1 0:00,4.25,0.5,1150,-0.33,204.05,27.4,1.14,140,9#
2022/6/1 0:10,4.87,0.5,1163,-0.3,209.83,27.4,1.14,216,9#
2022/6/1 0:20,4.55,0.5,1150,2.4,215.78,27.4,1.14,179,9#
2022/6/1 0:30,3.63,0.5,1150,0.45,208.42,27.4,1.14,86,9#
2022/6/1 0:40,4.48,0.5,1150,-2.94,208.57,27.3,1.14,171,9#
2022/6/1 0:50,4.91,0.5,1151,0.46,211.97,27.3,1.14,222,9#
2022/6/1 1:00,4.35,0.5,1150,-3.76,214.67,27.3,1.14,155,9#
2022/6/1 1:10,3.39,0.5,1150,-1.21,214.96,27.4,1.14,67,9#
2022/6/1 1:20,3.74,0.5,1150,-4.24,213.07,27.4,1.14,88,9#
2022/6/1 1:30,3.92,0.5,1150,-3.62,210.46,27.3,1.14,110,9#
2022/6/1 1:40,4.29,0.5,1150,0.87,209.64,27.3,1.14,138,9#
2022/6/1 1:50,4.36,0.5,1150,-1.35,216.13,27.2,1.14,144,9#
2022/6/1 2:00,4.08,0.5,1150,-0.28,220.34,27.3,1.14,132,9#
2022/6/1 2:10,3.81,0.5,1150,1.91,218.31,27.2,1.14,98,9#
2022/6/1 2:20,4.42,0.5,1150,0.84,219.8,27.1,1.14,157,9#
2022/6/1 2:30,4.81,0.5,1150,2.33,217.2,27.1,1.14,203,9#
2022/6/1 2:40,4.5,0.5,1150,-1.31,214.68,27.1,1.14,168,9#
2022/6/1 2:50,4.2,0.5,1150,1.35,221.72,27.1,1.14,132,9#
2022/6/1 3:00,3.86,0.5,1150,-0.03,223.76,27.1,1.14,99,9#
2022/6/1 3:10,3.92,0.5,1150,0.79,229.33,27.1,1.14,102,9#
2022/6/1 3:20,4.43,0.5,1150,-0.49,227.34,27.0,1.14,156,9#
2022/6/1 3:30,4.1,0.5,1150,-2.92,218.16,27.1,1.14,114,9#
2022/6/1 3:40,5.11,0.5,1173,-1.92,216.96,27.1,1.14,246,9#
2022/6/1 3:50,5.08,0.5,1160,3.05,221.93,27.1,1.14,240,9#
2022/6/1 4:00,4.91,0.5,1151,-2.62,211.99,27.0,1.14,216,9#
2022/6/1 4:10,5.3,0.5,1177,3.94,212.55,27.1,1.14,273,9#
2022/6/1 4:20,5.18,0.5,1193,0.51,218.94,27.1,1.14,268,9#
2022/6/1 4:30,3.76,0.5,1150,-3.37,216.4,26.5,1.14,101,9#
2022/6/1 4:40,4.8,0.5,1152,2.9,217.12,26.0,1.14,206,9#
2022/6/1 4:50,5.12,0.5,1168,-4.17,217.06,25.9,1.14,247,9#
2022/6/1 5:00,5.14,0.5,1183,-0.85,213.34,25.8,1.14,268,9#
2022/6/1 5:10,4.54,0.5,1150,-0.94,214.21,25.7,1.14,164,9#
2022/6/1 5:20,4.24,0.5,1150,-1.97,212.35,25.7,1.14,139,9#
2022/6/1 5:30,5.13,0.5,1162,0.14,209.88,25.6,1.14,249,9#
2022/6/1 5:40,5.11,0.5,1170,2.73,214.41,25.5,1.15,254,9#
2022/6/1 5:50,5.36,0.5,1218,-1.42,218.18,25.5,1.15,313,9#
2022/6/1 6:00,5.14,0.5,1193,-1.31,221.82,25.4,1.15,284,9#
2022/6/1 6:10,5.33,0.5,1203,2.32,223.18,25.4,1.15,296,9#
2022/6/1 6:20,5.28,0.5,1192,0.13,227.94,25.3,1.15,273,9#
2022/6/1 6:30,5.3,0.5,1187,-1.81,224.37,25.3,1.15,279,9#
