real_time,wind_speed,pitch_angle,generator_speed,nacelle_direction,wind_direction,nacelle_temperature,air_density,power,turbine_code
2022/6/1 12:30,5.56,0.5,1305,0.09,227.99,29.1,1.13,386,14#
2022/6/1 12:40,5.73,0.46,1310,-0.79,224.95,29.4,1.13,417,14#
2022/6/1 12:50,6.0,0.46,1389,-7.09,230.21,29.4,1.13,491,14#
2022/6/1 13:00,5.21,0.5,1233,4.1,240.17,28.8,1.13,290,14#
2022/6/1 13:10,5.17,0.5,1258,-8.36,236.45,28.7,1.13,311,14#
2022/6/1 13:20,6.46,0.48,1441,2.54,232.04,28.8,1.13,548,14#
2022/6/1 13:30,4.22,0.48,1218,1.8,229.16,28.9,1.13,205,14#
2022/6/1 13:40,3.64,0.5,1145,-6.16,211.13,28.9,1.13,94,14#
2022/6/1 13:50,3.45,0.5,1148,3.54,204.37,28.9,1.13,80,14#
2022/6/1 14:00,5.01,0.5,1229,8.71,232.73,29.0,1.13,242,14#
2022/6/1 14:10,4.03,0.5,1154,-5.41,220.16,29.0,1.13,119,14#
2022/6/1 14:20,5.52,0.5,1261,0.67,234.91,29.0,1.13,314,14#
2022/6/1 14:30,4.39,0.5,1162,5.56,230.98,29.0,1.13,168,14#
2022/6/1 14:40,6.05,0.45,1368,2.19,236.59,29.0,1.13,468,14#
2022/6/1 14:50,5.34,0.5,1247,-11.07,227.94,29.1,1.13,311,14#
2022/6/1 15:00,4.91,0.5,1157,13.25,230.45,29.2,1.13,170,14#
2022/6/1 15:10,4.5,0.5,1184,-3.92,221.78,29.3,1.13,191,14#
2022/6/1 15:20,3.53,0.5,1170,-2.7,208.24,29.3,1.13,151,14#
2022/6/1 15:30,3.42,0.5,1174,1.63,219.5,29.7,1.13,216,14#
2022/6/1 15:40,5.3,0.5,1318,-3.35,235.63,30.0,1.13,363,14#
2022/6/1 15:50,5.81,0.45,1391,-0.42,242.68,30.4,1.13,495,14#
2022/6/1 16:00,6.25,0.43,1416,-7.66,232.25,30.7,1.13,527,14#
2022/6/1 16:10,7.04,0.28,1577,-5.59,229.21,30.3,1.13,765,14#
2022/6/1 16:20,5.37,0.5,1251,-5.97,232.2,29.7,1.13,334,14#
2022/6/1 16:30,6.31,0.34,1426,1.22,236.57,29.5,1.13,559,14#
2022/6/1 16:40,6.2,0.48,1396,-0.18,229.04,29.4,1.13,496,14#
2022/6/1 16:50,5.93,0.48,1331,2.88,232.18,29.4,1.13,423,14#
2022/6/1 17:00,6.76,0.42,1513,-5.58,239.53,29.4,1.13,673,14#
2022/6/1 17:10,5.55,0.5,1276,6.88,240.08,29.3,1.13,335,14#
2022/6/1 17:20,5.36,0.5,1246,2.63,233.42,29.1,1.13,327,14#
2022/6/1 17:30,6.26,0.45,1421,-1.29,239.34,29.0,1.13,544,14#
2022/6/1 17:40,8.03,0.3,1668,-3.29,240.35,28.9,1.13,1151,14#
2022/6/1 17:50,7.44,0.25,1632,-2.89,237.66,28.8,1.13,946,14#
2022/6/1 18:00,7.6,0.22,1631,2.83,240.94,28.5,1.13,1019,14#
2022/6/1 18:10,7.27,0.2,1643,0.8,242.61,28.4,1.13,875,14#
2022/6/1 18:20,7.85,0.17,1691,-2.61,238.36,28.3,1.13,1045,14#
2022/6/1 18:30,8.17,0.15,1712,-2.87,240.17,28.2,1.13,1217,14#
2022/6/1 18:40,8.16,0.1,1714,-1.48,241.08,28.1,1.14,1172,14#
2022/6/1 18:50,7.54,0.2,1686,2.41,238.14,28.0,1.14,919,14#
2022/6/1 19:00,6.74,0.47,1512,3.2,238.41,27.8,1.14,643,14#
2022/6/1 19:10,6.3,0.48,1411,0.45,245.34,27.7,1.14,520,14#
2022/6/1 19:20,7.65,0.13,1690,0.87,245.76,27.5,1.14,989,14#
2022/6/1 19:30,6.87,0.4,1563,1.07,245.95,27.4,1.14,713,14#
2022/6/1 19:40,6.81,0.5,1524,-4.12,240.76,27.4,1.14,653,14#
2022/6/1 19:50,6.52,0.5,1450,-6.13,238.76,27.3,1.14,565,14#
2022/6/1 20:00,6.21,0.5,1337,-2.5,237.08,27.2,1.14,436,14#
2022/6/1 20:10,6.13,0.5,1329,3.49,238.27,27.1,1.14,426,14#
2022/6/1 20:20,6.62,0.45,1480,3.02,240.8,27.1,1.14,605,14#
2022/6/1 20:30,7.51,0.24,1660,-5.32,243.37,27.0,1.14,955,14#
2022/6/1 20:40,7.89,0.12,1684,-3.05,245.65,26.8,1.14,1041,14#
2022/6/1 20:50,6.09,0.5,1346,-3.8,244.08,26.6,1.14,447,14#
2022/6/1 21:00,5.32,0.5,1194,2.13,246.44,26.3,1.14,276,14#
2022/6/1 21:10,4.76,0.5,1150,3.84,249.24,26.1,1.14,179,14#
2022/6/1 21:20,4.58,0.5,1159,-2.62,250.99,26.0,1.14,175,14#
2022/6/1 21:30,3.36,0.5,1150,-1.54,246.2,26.0,1.14,64,14#
2022/6/1 21:40,3.62,0.5,1150,-3.11,243.19,26.2,1.14,78,14#
2022/6/1 21:50,3.83,0.5,1150,-0.09,244.37,26.3,1.14,85,14#
2022/6/1 22:00,3.53,0.5,1150,3.42,238.69,26.4,1.14,50,14#
2022/6/1 22:10,3.45,0.5,1150,-2.58,235.55,26.5,1.14,58,14#
2022/6/1 22:20,3.59,0.5,1150,0.07,236.3,26.5,1.14,67,14#
2022/6/1 22:30,4.12,0.5,1150,-2.39,236.47,26.5,1.14,120,14#
2022/6/1 22:40,5.04,0.5,1166,3.54,245.35,26.5,1.14,232,14#
2022/6/1 22:50,5.91,0.5,1290,-0.29,247.09,26.6,1.14,387,14#
2022/6/1 23:00,5.52,0.5,1231,2.65,245.24,26.8,1.14,322,14#
2022/6/1 23:10,5.89,0.5,1308,-1.4,244.33,26.8,1.14,406,14#
2022/6/1 23:20,6.37,0.5,1416,-1.57,245.01,26.7,1.14,525,14#
2022/6/1 23:30,5.68,0.5,1267,-4.83,241.46,26.1,1.14,366,14#
2022/6/1 23:40,5.21,0.5,1161,2.44,247.62,25.9,1.14,241,14#
2022/6/1 23:50,5.57,0.5,1211,-2.08,249.55,25.8,1.14,305,14#
2022/6/2 0:00,4.41,0.5,1153,-0.14,255.89,25.8,1.14,148,14#
2022/6/2 0:10,4.04,0.5,1150,-0.51,258.05,25.8,1.14,101,14#
2022/6/2 0:20,4.13,0.5,1150,0.87,255.42,25.7,1.14,111,14#
2022/6/2 0:30,3.85,0.5,1150,0.61,251.05,25.9,1.14,95,14#
2022/6/2 0:40,3.23,0.5,1150,1.08,241.21,26.1,1.14,49,14#
2022/6/2 0:50,3.49,0.5,1150,1.95,230.35,26.1,1.14,70,14#
2022/6/2 1:00,4.55,0.5,1150,2.07,243.46,26.2,1.14,157,14#
2022/6/2 1:10,4.24,0.5,1150,-1.73,249.12,26.2,1.14,128,14#
2022/6/2 1:20,3.99,0.5,1150,4.67,251.86,26.2,1.14,92,14#
2022/6/2 1:30,3.34,0.5,1150,-0.19,255.85,26.2,1.14,47,14#
2022/6/2 1:40,3.69,0.5,1150,0.75,247.58,26.2,1.14,74,14#
2022/6/2 1:50,3.45,0.5,1150,-1.19,251.04,26.2,1.14,58,14#
2022/6/2 2:00,2.98,0.5,1150,0.06,257.04,26.2,1.14,29,14#
2022/6/2 2:10,3.44,0.5,1150,-0.57,251.79,26.2,1.14,55,14#
2022/6/2 2:20,4.39,0.5,1150,-1.07,251.22,26.2,1.14,126,14#
2022/6/2 2:30,5.19,0.5,1162,2.55,254.84,26.2,1.14,233,14#
2022/6/2 2:40,5.81,0.5,1246,-0.55,251.74,26.2,1.14,339,14#
2022/6/2 2:50,5.24,0.5,1165,-0.37,251.91,26.3,1.14,253,14#
2022/6/2 3:00,5.8,0.5,1244,5.28,258.54,26.2,1.14,337,14#
2022/6/2 3:10,5.91,0.5,1277,1.34,274.1,26.2,1.14,374,14#
2022/6/2 3:20,5.1,0.5,1169,-0.39,280.48,25.9,1.14,238,14#
2022/6/2 3:30,4.75,0.5,1150,0.17,274.98,25.7,1.14,167,14#
2022/6/2 3:40,4.12,0.5,1150,1.67,266.75,25.7,1.14,109,14#
2022/6/2 3:50,4.08,0.5,1150,1.89,266.98,25.6,1.14,96,14#
2022/6/2 4:00,3.27,0.5,1150,-2.95,256.35,25.6,1.14,42,14#
2022/6/2 4:10,3.16,0.5,1150,0.8,245.62,25.7,1.14,35,14#
2022/6/2 4:20,1.99,44.76,572,7.43,244.61,25.9,1.14,2,14#
2022/6/2 4:30,1.02,89.0,1,16.64,251.42,26.9,1.14,0,14#
2022/6/2 4:40,1.49,89.0,0,28.85,263.63,27.8,1.14,0,14#
2022/6/2 4:50,1.96,89.0,0,27.31,262.08,28.4,1.14,0,14#
2022/6/2 5:00,2.12,89.0,0,28.62,263.39,28.8,1.14,0,14#
2022/6/2 5:10,2.21,89.0,1,13.16,247.94,29.1,1.14,0,14#
2022/6/2 5:20,2.14,89.0,6,12.84,247.62,29.2,1.14,0,14#
2022/6/2 5:30,2.49,89.0,2,17.56,252.33,29.3,1.14,0,14#
2022/6/2 5:40,2.03,89.0,0,8.34,243.11,29.5,1.14,0,14#
2022/6/2 5:50,2.15,89.0,4,7.88,242.65,29.6,1.14,0,14#
2022/6/2 6:00,1.82,89.0,8,2.9,237.68,29.5,1.14,0,14#
2022/6/2 6:10,1.68,89.0,6,-12.95,221.83,29.5,1.14,0,14#
2022/6/2 6:20,2.12,89.0,8,12.09,244.47,29.5,1.14,0,14#
2022/6/2 6:30,2.54,89.0,2,15.26,250.04,29.4,1.14,0,14#
2022/6/2 6:40,2.2,89.0,1,14.3,249.08,29.0,1.14,0,14#
2022/6/2 6:50,3.37,89.0,0,22.88,257.66,28.7,1.14,0,14#
2022/6/2 7:00,3.51,19.09,705,8.77,255.67,28.7,1.14,31,14#
2022/6/2 7:10,3.97,0.5,1150,0.55,255.01,28.0,1.14,99,14#
2022/6/2 7:20,3.93,0.5,1150,-2.17,257.05,27.3,1.14,92,14#
2022/6/2 7:30,3.84,0.5,1150,-2.09,255.08,27.0,1.14,87,14#
2022/6/2 7:40,4.38,0.5,1150,2.64,255.04,26.9,1.14,141,14#
2022/6/2 7:50,4.4,0.5,1150,-0.9,251.5,26.8,1.14,136,14#
2022/6/2 8:00,3.76,0.5,1150,2.41,254.81,26.8,1.14,78,14#
2022/6/2 8:10,3.8,0.5,1150,0.39,261.37,26.9,1.14,80,14#
2022/6/2 8:20,3.5,0.5,1150,-1.11,253.17,26.8,1.14,77,14#
2022/6/2 8:30,4.53,0.5,1150,-0.9,252.0,26.9,1.14,163,14#
2022/6/2 8:40,4.67,0.5,1150,-0.35,257.56,26.9,1.14,184,14#
2022/6/2 8:50,3.59,0.5,1150,-0.98,265.43,27.0,1.14,81,14#
2022/6/2 9:00,4.77,0.5,1161,-2.56,266.11,27.0,1.14,205,14#
2022/6/2 9:10,5.43,0.5,1198,5.42,274.09,27.0,1.14,294,14#
2022/6/2 9:20,4.94,0.5,1163,1.27,276.12,27.2,1.14,226,14#
2022/6/2 9:30,5.12,0.5,1169,-3.18,271.2,27.3,1.14,258,14#
2022/6/2 9:40,4.93,0.5,1167,1.0,259.52,27.4,1.14,230,14#
2022/6/2 9:50,4.98,0.5,1183,0.92,257.67,27.5,1.14,236,14#
2022/6/2 10:00,4.7,0.5,1150,-0.91,252.73,27.6,1.13,185,14#
2022/6/2 10:10,3.92,0.5,1150,3.21,258.47,27.8,1.13,109,14#
2022/6/2 10:20,4.41,0.5,1150,-4.06,264.38,28.1,1.13,157,14#
2022/6/2 10:30,4.24,0.5,1146,3.1,261.59,28.3,1.13,134,14#
2022/6/2 10:40,3.24,0.5,1134,-6.18,261.54,28.6,1.13,68,14#
2022/6/2 10:50,4.92,0.5,1178,-2.52,252.87,28.9,1.13,237,14#
2022/6/2 11:00,4.79,0.5,1156,1.41,249.89,28.9,1.13,191,14#
2022/6/2 11:10,4.22,0.5,1150,-12.43,243.41,29.1,1.13,115,14#
2022/6/2 11:20,4.3,0.5,1150,7.78,237.06,29.2,1.13,107,14#
2022/6/2 11:30,4.24,0.5,1157,5.68,244.35,29.4,1.13,145,14#
2022/6/2 11:40,4.52,0.5,1168,-6.98,248.14,29.6,1.12,186,14#
2022/6/2 11:50,4.3,0.5,1154,-1.63,241.81,29.7,1.12,144,14#
2022/6/2 12:00,4.37,0.5,1150,-13.59,234.88,29.8,1.12,133,14#
2022/6/2 12:10,4.41,0.5,1161,-5.08,201.18,29.9,1.12,171,14#
2022/6/2 12:20,3.66,0.5,1155,0.87,202.15,29.8,1.13,89,14#
2022/6/2 12:30,3.13,0.5,1149,-3.99,204.72,30.0,1.12,64,14#
2022/6/2 12:40,3.42,0.5,1157,-0.26,230.61,30.4,1.12,143,14#
2022/6/2 12:50,3.14,0.5,1150,-7.64,222.18,30.6,1.12,84,14#
2022/6/2 13:00,4.6,0.5,1242,-3.85,198.35,30.9,1.12,263,14#
2022/6/2 13:10,3.6,0.5,1177,3.0,207.69,31.0,1.12,151,14#
2022/6/2 13:20,3.16,0.5,1153,12.63,218.79,31.1,1.12,92,14#
2022/6/2 13:30,5.29,0.5,1281,-8.74,200.79,31.2,1.12,337,14#
2022/6/2 13:40,3.52,0.5,1229,-7.93,194.29,31.4,1.12,254,14#
2022/6/2 13:50,4.47,0.5,1195,13.35,212.29,31.3,1.12,218,14#
2022/6/2 14:00,4.58,0.48,1226,-4.02,220.89,31.4,1.12,302,14#
2022/6/2 14:10,6.21,0.34,1529,-9.37,232.3,31.4,1.12,640,14#
2022/6/2 14:20,6.26,0.35,1457,-4.81,233.46,30.7,1.13,592,14#
2022/6/2 14:30,5.67,0.5,1342,-2.71,235.17,30.2,1.13,420,14#
2022/6/2 14:40,5.94,0.5,1365,0.02,229.48,30.0,1.13,460,14#
2022/6/2 14:50,5.29,0.5,1247,-3.44,230.64,29.8,1.13,317,14#
2022/6/2 15:00,5.39,0.5,1279,0.25,223.94,29.7,1.13,351,14#
2022/6/2 15:10,3.57,16.96,726,9.06,196.13,29.7,1.13,86,14#
2022/6/2 15:20,3.18,1.29,1073,5.68,202.9,30.2,1.13,70,14#
2022/6/2 15:30,5.28,0.49,1285,2.38,206.36,30.4,1.13,335,14#
2022/6/2 15:40,4.23,0.5,1152,4.65,208.9,30.4,1.13,143,14#
2022/6/2 15:50,2.13,43.0,582,20.55,196.05,30.3,1.13,9,14#
2022/6/2 16:00,3.93,75.11,56,48.63,224.23,30.9,1.13,0,14#
2022/6/2 16:10,3.84,0.91,1118,-19.58,236.34,31.4,1.13,62,14#
2022/6/2 16:20,4.2,0.5,1163,-4.76,220.29,30.9,1.13,141,14#
2022/6/2 16:30,4.28,0.5,1162,-11.73,208.64,30.7,1.13,150,14#
2022/6/2 16:40,4.95,0.5,1229,-6.82,209.52,30.6,1.13,284,14#
2022/6/2 16:50,4.59,0.5,1196,1.39,224.54,30.6,1.13,221,14#
2022/6/2 17:00,5.35,0.5,1237,2.88,228.76,30.6,1.13,314,14#
2022/6/2 17:10,2.91,11.69,948,8.42,222.3,30.5,1.13,47,14#
2022/6/2 17:20,1.34,89.0,4,6.61,220.01,30.8,1.13,0,14#
2022/6/2 17:30,2.94,89.0,8,-1.0,210.62,31.7,1.13,0,14#
2022/6/2 17:40,4.56,56.55,388,16.14,232.43,32.2,1.13,65,14#
2022/6/2 17:50,4.89,0.5,1209,2.78,230.92,31.9,1.13,258,14#
2022/6/2 18:00,4.96,0.5,1188,-5.26,227.63,31.1,1.13,227,14#
2022/6/2 18:10,5.28,0.5,1226,-5.26,227.04,30.7,1.13,301,14#
2022/6/2 18:20,5.39,0.5,1245,0.71,231.95,30.1,1.13,315,14#
2022/6/2 18:30,5.44,0.5,1252,0.42,234.04,29.0,1.13,339,14#
2022/6/2 18:40,4.54,0.5,1150,2.64,236.65,28.5,1.13,163,14#
2022/6/2 18:50,5.71,0.5,1251,6.66,237.46,28.2,1.14,344,14#
2022/6/2 19:00,6.17,0.5,1372,1.26,240.1,28.0,1.14,479,14#
2022/6/2 19:10,6.65,0.5,1473,-1.15,239.36,27.9,1.14,589,14#
2022/6/2 19:20,5.42,0.5,1218,2.94,234.92,27.7,1.14,292,14#
2022/6/2 19:30,5.27,0.5,1209,-3.02,229.59,27.6,1.14,275,14#
2022/6/2 19:40,3.88,0.5,1150,6.45,228.98,27.4,1.14,94,14#
2022/6/2 19:50,3.99,0.5,1150,-0.41,232.93,27.2,1.14,97,14#
2022/6/2 20:00,5.65,0.5,1246,5.75,241.57,27.3,1.14,327,14#
2022/6/2 20:10,5.49,0.5,1222,-3.02,246.82,27.7,1.14,313,14#
2022/6/2 20:20,5.46,0.5,1239,-1.72,246.06,27.8,1.14,322,14#
2022/6/2 20:30,6.0,0.5,1313,1.02,247.14,27.9,1.14,415,14#
2022/6/2 20:40,4.94,0.5,1181,9.69,251.23,28.0,1.14,227,14#
2022/6/2 20:50,5.06,0.5,1186,-2.75,250.45,27.8,1.14,252,14#
2022/6/2 21:00,5.36,0.5,1226,-5.32,246.71,27.9,1.14,311,14#
2022/6/2 21:10,4.66,0.5,1164,-0.38,243.07,27.9,1.14,198,14#
2022/6/2 21:20,5.52,0.5,1257,-5.34,245.41,27.8,1.14,348,14#
2022/6/2 21:30,5.74,0.5,1265,-0.24,242.0,27.9,1.14,361,14#
2022/6/2 21:40,5.82,0.5,1291,1.95,236.57,27.4,1.14,391,14#
2022/6/2 21:50,5.82,0.5,1305,-0.38,237.52,27.1,1.14,401,14#
2022/6/2 22:00,6.09,0.5,1345,-0.92,235.66,27.0,1.14,446,14#
2022/6/2 22:10,5.62,0.5,1272,2.62,233.07,26.9,1.14,362,14#
2022/6/2 22:20,4.57,0.5,1151,6.06,227.35,26.8,1.14,150,14#
2022/6/2 22:30,3.93,0.5,1150,-0.2,223.85,26.7,1.14,91,14#
2022/6/2 22:40,4.17,0.5,1150,7.86,227.58,26.7,1.14,106,14#
2022/6/2 22:50,4.14,0.5,1150,-4.94,228.27,26.6,1.14,131,14#
2022/6/2 23:00,4.18,0.5,1150,-2.1,231.42,26.7,1.14,147,14#
2022/6/2 23:10,4.55,0.5,1154,-1.72,231.03,26.8,1.14,179,14#
2022/6/2 23:20,4.15,0.5,1150,-0.11,224.87,26.9,1.14,142,14#
2022/6/2 23:30,4.08,0.5,1150,3.31,227.03,26.9,1.14,136,14#
2022/6/2 23:40,3.9,0.5,1150,-1.1,221.59,26.9,1.14,122,14#
2022/6/2 23:50,4.43,0.5,1150,2.43,227.08,26.9,1.14,160,14#
2022/6/3 0:00,3.92,0.5,1150,0.85,226.21,26.9,1.14,120,14#
2022/6/3 0:10,4.63,0.5,1150,-1.46,228.06,26.9,1.14,182,14#
2022/6/3 0:20,4.22,0.5,1154,0.84,227.31,26.8,1.14,139,14#
2022/6/3 0:30,4.51,0.5,1152,4.48,225.56,26.8,1.14,185,14#
2022/6/3 0:40,5.1,0.5,1168,2.03,232.21,26.9,1.14,251,14#
2022/6/3 0:50,5.11,0.5,1190,2.54,233.46,26.9,1.14,272,14#
2022/6/3 1:00,5.5,0.5,1257,0.12,233.63,26.9,1.14,353,14#
2022/6/3 1:10,5.85,0.5,1314,-0.86,237.6,26.9,1.14,412,14#
2022/6/3 1:20,6.34,0.5,1427,0.74,233.77,26.5,1.14,539,14#
2022/6/3 1:30,6.3,0.5,1425,-3.84,235.24,26.2,1.14,538,14#
2022/6/3 1:40,6.71,0.49,1540,3.23,235.88,26.2,1.14,677,14#
2022/6/3 1:50,6.67,0.42,1522,-4.69,245.38,26.1,1.14,662,14#
2022/6/3 2:00,6.21,0.5,1395,0.0,250.07,26.1,1.14,503,14#
2022/6/3 2:10,6.3,0.5,1397,2.87,252.94,26.0,1.14,502,14#
2022/6/3 2:20,6.57,0.5,1462,3.63,253.7,26.0,1.14,577,14#
2022/6/3 2:30,6.42,0.5,1402,4.87,254.94,26.0,1.14,508,14#
2022/6/3 2:40,6.1,0.5,1333,-2.83,255.9,25.9,1.14,433,14#
2022/6/3 2:50,5.7,0.5,1265,-3.27,257.15,25.9,1.14,357,14#
2022/6/3 3:00,5.27,0.5,1177,0.58,251.66,25.8,1.14,260,14#
2022/6/3 3:10,5.89,0.5,1272,-0.44,245.64,25.8,1.14,369,14#
2022/6/3 3:20,5.81,0.5,1266,1.36,238.62,25.8,1.14,360,14#
2022/6/3 3:30,6.71,0.46,1499,-4.17,238.25,25.7,1.14,631,14#
2022/6/3 3:40,7.51,0.18,1670,-3.3,239.12,25.7,1.14,866,14#
2022/6/3 3:50,7.66,0.15,1693,-3.42,239.0,25.7,1.14,948,14#
2022/6/3 4:00,6.43,0.44,1459,-0.69,241.73,25.6,1.14,587,14#
2022/6/3 4:10,6.34,0.5,1409,-3.62,242.02,25.5,1.14,520,14#
2022/6/3 4:20,6.67,0.5,1502,3.45,245.19,25.4,1.14,633,14#
2022/6/3 4:30,6.59,0.5,1461,-3.22,249.71,25.4,1.14,579,14#
2022/6/3 4:40,6.84,0.48,1551,2.16,255.09,25.4,1.14,693,14#
2022/6/3 4:50,7.17,0.42,1586,2.07,255.0,25.4,1.14,742,14#
2022/6/3 5:00,6.84,0.5,1514,4.25,261.34,25.4,1.14,644,14#
2022/6/3 5:10,6.78,0.46,1496,-2.09,266.84,25.4,1.14,622,14#
